451
0.914	3.
0.916	3.
0.918	3.
0.92	3.
0.922	3.
0.924	3.
0.926	3.
0.928	3.
0.93	3.
0.932	3.
0.9339999999999999	3.
0.9359999999999999	3.
0.938	3.
0.94	3.
0.942	3.
0.944	3.
0.946	3.
0.948	3.
0.95	3.
0.952	3.
0.954	3.
0.956	3.
0.958	3.
0.96	3.
0.962	3.
0.964	3.
0.966	3.
0.968	3.
0.97	3.
0.972	3.
0.974	3.
0.976	3.
0.978	3.
0.98	3.
0.982	3.
0.984	3.
0.986	3.
0.988	3.
0.99	3.
0.992	3.
0.994	3.
0.996	3.
0.998	3.
1.	3.
